Tornado ID,Date/Time,Latitude,Longitude,Nearest town,State,Fujita scale,
657,1920-05-15 02:30:00,-34.8500,138.6500,Adelaide,SA,0,
658,1921-09-15 17:30:00,-34.0000,138.4500,Balaklava,SA,0,
659,1922-06-30 01:00:00,-34.8500,138.6500,Adelaide,SA,0,
660,1922-09-22 07:30:00,-34.8500,138.6500,Adelaide,SA,0,
661,1922-09-25 08:00:00,-33.9300,137.6300,Wallaroo,SA,0,
662,1923-07-16 08:00:00,-36.3100,140.7700,Bordertown,SA,0,
663,1924-10-14 07:00:00,-34.7600,138.6400,Salisbury,SA,0,
664,1924-10-14 09:00:00,-34.2500,140.4600,Barmera,SA,0,
665,1926-05-21 00:30:00,-34.7600,138.6400,Salisbury,SA,0,
666,1926-08-16 13:10:00,-34.8500,138.6500,Adelaide,SA,0,
667,1928-06-04 22:15:00,-34.8500,138.6500,Adelaide,SA,0,
668,1930-04-23 05:25:00,-34.6400,135.8500,Port Lincoln,SA,0,
669,1931-06-11 01:35:00,-34.8500,138.6500,Adelaide,SA,0,
670,1934-11-06 00:00:00,-33.0500,138.4300,Appila,SA,0,
671,1934-11-07 00:00:00,-36.1300,140.7000,Bordertown,SA,0,
672,1934-11-07 00:01:00,-36.1300,140.7000,Bordertown,SA,0,
673,1945-06-26 03:30:00,-34.8500,138.6500,Adelaide,SA,0,
674,1945-08-20 14:20:00,-34.8500,138.6500,Adelaide,SA,0,
675,1947-04-24 00:00:00,-37.8300,140.7800,Mount Gambier,SA,0,
676,1952-05-28 17:50:00,-34.8500,138.6500,Adelaide,SA,0,
677,1952-10-14 19:30:00,-34.8500,138.6500,Adelaide,SA,0,
678,1953-07-30 15:00:00,-35.4000,138.4200,Myponga,SA,0,
679,1953-09-10 02:00:00,-37.8300,140.7800,Mount Gambier,SA,0,
680,1954-10-22 21:00:00,-34.8500,138.6500,Adelaide,SA,0,
681,1955-10-01 00:00:00,-35.3500,138.6200,Mount Compass,SA,0,
682,1956-03-04 06:30:00,-31.9700,133.7600,Ceduna,SA,0,
683,1956-04-14 17:30:00,-34.8500,138.6500,Adelaide,SA,0,
684,1958-07-17 05:15:00,-34.8500,138.6500,Adelaide,SA,0,
685,1958-07-17 05:16:00,-34.8500,138.6500,Adelaide,SA,0,
686,1958-07-17 05:17:00,-34.8500,138.6500,Adelaide,SA,0,
687,1959-04-01 00:00:00,-35.0200,137.6000,Yorketown,SA,0,
688,1959-11-27 06:30:00,-34.5200,137.7700,Sandilands,SA,2,
689,1960-05-29 07:00:00,-34.7600,138.6400,Salisbury,SA,0,
690,1961-05-13 01:00:00,-35.0190,138.5360,Adelaide,SA,1,
691,1961-05-13 02:30:00,-34.9840,138.5350,Adelaide,SA,1,
692,1961-12-16 14:00:00,-32.7100,138.7800,Orroroo,SA,0,
693,1961-12-16 14:00:00,-37.2900,140.8200,Coonawarra,SA,0,
694,1962-05-22 08:15:00,-34.8760,138.5380,Adelaide,SA,1,
695,1963-07-27 20:35:00,-34.8500,138.6500,Adelaide,SA,0,
696,1964-07-10 06:45:00,-35.0000,138.5000,Adelaide,SA,1,
697,1964-07-11 05:00:00,-34.6300,135.4500,Coffin Bay,SA,1,
698,1964-07-18 23:45:00,-34.6700,138.5600,Virginia,SA,0,
699,1965-05-13 01:15:00,-34.8000,138.5000,Adelaide,SA,2,
700,1965-05-23 00:00:00,-37.2500,140.4300,Millicent,SA,0,
701,1965-09-04 06:00:00,-33.9100,136.5700,Arno Bay,SA,0,
702,1965-09-04 07:30:00,-34.6700,138.5600,Virginia,SA,1,
703,1965-09-04 08:45:00,-33.4667,138.4500,Gulnare,SA,1,
704,1968-09-30 02:30:00,-34.8500,138.6500,Adelaide,SA,0,
705,1968-09-30 04:00:00,-34.8500,138.6500,Adelaide,SA,0,
706,1970-02-11 05:30:00,-34.4400,140.6000,Loxton,SA,0,
707,1970-02-11 05:40:00,-34.4400,140.6000,Loxton,SA,0,
708,1971-04-18 02:10:00,-34.8000,138.7000,Adelaide,SA,2,
709,1971-08-20 06:30:00,-34.0900,138.7800,Saddleworth,SA,0,
710,1973-01-27 06:45:00,-32.4800,137.7400,Port Augusta,SA,0,
711,1973-01-30 07:00:00,-36.4100,140.8200,Bordertown,SA,0,
712,1973-10-18 07:30:00,-34.1800,139.9800,Waikerie,SA,0,
713,1973-10-18 07:50:00,-33.8300,138.6500,Clare,SA,0,
714,1974-03-25 04:30:00,-33.9600,137.7200,Kadina,SA,0,
715,1974-03-30 09:00:00,-35.0700,140.8400,Pinnaroo,SA,0,
716,1974-05-14 03:15:00,-34.2500,139.1000,Eudunda,SA,0,
717,1975-01-07 08:30:00,-33.3600,138.4000,Crystal Brook,SA,0,
718,1975-01-24 07:30:00,-34.6300,135.4500,Coffin Bay,SA,0,
719,1975-03-14 12:00:00,-35.0600,138.7100,Scott Creek,SA,0,
720,1975-11-22 00:00:00,-33.2000,138.6000,Jamestown,SA,0,
721,1975-11-22 04:40:00,-33.2100,137.3600,Whyalla,SA,0,
722,1976-11-12 07:00:00,-34.8500,138.6500,Adelaide,SA,0,
723,1976-12-15 06:30:00,-34.8000,138.5000,Adelaide,SA,1,
724,1977-08-20 19:45:00,-36.9500,140.0000,Robe,SA,0,
725,1977-10-01 06:00:00,-31.9300,133.0100,Penong,SA,0,
726,1978-01-23 05:45:00,-30.4500,137.1700,Andamooka,SA,0,
727,1978-09-13 07:15:00,-34.7200,138.7400,One Tree Hill,SA,0,
728,1979-03-01 07:30:00,-34.0700,137.5900,Moonta,SA,0,
729,1979-03-01 09:00:00,-34.8500,139.1600,Palmer,SA,0,
730,1979-05-29 00:55:00,-34.6000,138.7000,Evanston,SA,2,
731,1981-06-13 14:15:00,-35.7000,137.6000,Kingscote,SA,2,
732,1981-06-23 11:30:00,-33.9600,137.7200,Kadina,SA,2,
733,1983-09-07 10:00:00,-33.6000,137.9000,Port Broughton,SA,0,
734,1983-09-10 16:00:00,-37.6000,140.3000,Millicent,SA,1,
735,1983-11-24 06:30:00,-31.0300,137.0500,Woomera,SA,0,
736,1983-12-31 01:45:00,-34.5300,138.6900,Roseworthy,SA,0,
737,1984-05-22 04:15:00,-35.8800,137.3100,Seddon,SA,0,
738,1984-08-08 17:00:00,-33.7000,134.9000,Elliston,SA,1,
739,1985-12-06 04:00:00,-34.4400,140.6000,Loxton,SA,0,
740,1986-11-30 07:15:00,-29.0000,134.8000,Coober Pedy,SA,3,
741,1986-12-06 05:45:00,-35.4000,138.4000,Myponga,SA,1,
742,1987-02-18 13:00:00,-33.8000,138.6000,Armagh,SA,3,
743,1987-02-18 16:00:00,-34.4000,138.3000,Port Parham,SA,3,
744,1987-06-21 03:30:00,-34.8000,138.7000,Adelaide,SA,1,
745,1987-11-19 03:30:00,-36.4000,140.9000,Pooginagoric,SA,1,
746,1987-11-19 03:30:00,-35.3000,140.9000,Pinnaroo,SA,1,
747,1987-12-31 02:40:00,-36.7200,140.1700,Kingston se,SA,3,
748,1988-03-29 07:30:00,-33.7000,136.5000,Cleve,SA,0,
749,1988-05-05 08:45:00,-34.2000,140.7000,Renmark,SA,2,
750,1988-08-30 07:20:00,-34.9000,138.6000,Adelaide,SA,0,
751,1988-12-09 03:30:00,-33.7000,136.5000,Cleve,SA,0,
752,1989-07-05 14:00:00,-33.5900,136.2300,Kielpa,SA,0,
753,1989-07-05 15:00:00,-35.1000,138.6000,Gawler,SA,2,
754,1989-12-01 02:00:00,-30.4500,136.8700,Roxby Downs,SA,0,
755,1990-08-14 06:30:00,-34.7000,138.7000,Adelaide,SA,1,
756,1991-01-03 00:30:00,-37.1100,140.7300,Bool Lagoon,SA,0,
757,1991-01-03 02:15:00,-35.1000,139.9000,Karoonda,SA,1,
758,1991-01-22 07:30:00,-33.4000,138.1000,Wandearah,SA,2,
759,1991-01-22 07:40:00,-33.6000,138.5000,Yacka,SA,2,
760,1991-01-22 16:00:00,-33.0000,138.0000,Port Germein,SA,2,
761,1991-06-16 03:30:00,-35.4000,138.3000,Adelaide,SA,0,
762,1991-06-28 13:30:00,-37.0000,140.4000,Lucindale,SA,1,
763,1991-08-20 09:30:00,-34.9000,139.0000,Mount Torrens,SA,1,
764,1992-04-04 05:40:00,-37.5700,140.7000,Kalangadoo,SA,0,
765,1992-06-09 08:30:00,-37.4700,140.7600,Penola,SA,1,
766,1992-06-09 11:00:00,-36.6100,140.7100,Padthaway,SA,1,
767,1992-08-11 21:00:00,-34.7500,138.6120,Adelaide,SA,1,
768,1992-08-11 21:30:00,-34.0500,138.6400,Auburn,SA,1,
769,1992-11-20 04:40:00,-33.0000,138.3000,Wirrabara,SA,0,
770,1992-11-20 06:00:00,-34.6650,138.6250,Adelaide,SA,1,
771,1993-09-19 03:20:00,-34.5300,139.0400,Angaston,SA,2,
772,1993-09-30 06:50:00,-34.2200,140.7000,Renmark,SA,1,
773,1993-11-17 05:15:00,-34.2400,140.4700,Barmera,SA,1,
774,1994-05-25 03:15:00,-34.6120,138.7360,Gawler,SA,1,
775,1994-10-07 07:00:00,-37.6400,140.3800,Millicent,SA,2,
776,1995-05-24 22:45:00,-35.8000,137.2300,Parndana,SA,1,
777,1995-06-10 02:00:00,-34.5900,138.7400,Gawler,SA,1,
778,1995-07-21 07:30:00,-33.7000,138.1000,Mundoora,SA,2,
779,1995-07-21 08:00:00,-34.3000,138.8000,Tarlee,SA,2,
780,1995-07-21 08:15:00,-34.3000,135.7000,Cummins,SA,2,
781,1996-06-22 08:05:00,-34.8800,138.9800,Mount Torrens,SA,1,
782,1996-08-02 21:00:00,-35.5600,138.6000,Victor Harbour,SA,0,
783,1996-09-28 07:30:00,-30.3100,139.3300,Arkaroola,SA,2,
784,1997-10-30 21:35:00,-35.7100,139.6400,Coonalpyn,SA,0,
785,1997-10-30 23:45:00,-36.1300,140.7000,Bordertown,SA,0,
786,1998-06-05 16:00:00,-34.8500,138.6500,Adelaide,SA,0,
787,1998-07-08 01:00:00,-35.7200,137.9400,Penneshaw,SA,1,
788,1998-07-08 02:50:00,-34.8900,138.6400,Adelaide,SA,0,
789,1998-09-22 10:15:00,-35.2000,138.7300,Meadows,SA,0,
790,1998-09-22 11:00:00,-34.3590,138.3780,Long Plains,SA,0,
791,1998-09-22 12:45:00,-33.9200,138.7300,Mintaro,SA,1,
792,1998-10-17 05:50:00,-34.1200,138.8600,Marrabel,SA,1,
793,1999-06-17 08:15:00,-35.2900,138.4600,Adelaide,SA,0,
794,1999-07-18 07:00:00,-35.6030,138.5690,Waitpinga,SA,0,
795,2000-07-18 17:00:00,-33.1000,138.3000,Stone Hut,SA,0,
796,2000-07-20 09:15:00,-37.4300,140.0800,Woakwine,SA,2,
797,2000-07-20 09:30:00,-37.4900,140.2800,Hatherleigh,SA,2,
798,2000-07-20 10:55:00,-36.9700,139.7200,Cape Jaffa,SA,0,
799,2000-07-20 11:05:00,-35.2000,138.9700,Woodchester,SA,0,
800,2000-07-23 20:30:00,-34.8500,138.6500,Adelaide,SA,0,
801,2000-07-24 06:30:00,-35.2700,138.4800,Aldinga,SA,0,
802,2000-08-07 22:20:00,-36.9500,140.0000,Robe,SA,0,
803,2000-09-01 07:35:00,-37.8300,140.7800,Mount Gambier,SA,0,
804,2000-09-06 23:00:00,-34.8500,138.6500,Adelaide,SA,0,
805,2001-05-05 02:20:00,-37.8800,140.7300,Moorak,SA,0,
806,2001-08-07 03:30:00,-34.8500,138.6500,Adelaide,SA,0,
807,2001-09-07 20:15:00,-33.1000,135.3500,Wudinna,SA,0,
808,2002-05-17 20:45:00,-34.3900,135.4700,Coulta,SA,0,
809,2002-05-18 00:45:00,-34.8500,138.6500,Adelaide,SA,0,
810,2002-05-18 12:30:00,-34.6000,138.5100,Two Wells,SA,0,
811,2002-06-15 07:00:00,-33.7000,138.1000,Barunga,SA,0,
812,2002-11-23 04:30:00,-34.3300,136.0800,Tumby Bay,SA,0,
813,2002-11-25 07:45:00,-35.1100,138.6300,Clarendon,SA,0,
814,2002-11-25 08:40:00,-35.0000,138.9400,Brukunga,SA,0,
815,2003-02-02 00:00:00,-34.2200,140.1800,Holder,SA,0,
816,2003-06-04 14:10:00,-34.8500,138.6500,Adelaide,SA,1,
817,2003-06-04 14:30:00,-34.3600,138.6800,Hamley Bridge,SA,0,
818,2003-06-05 17:30:00,-37.8300,140.7800,Mount Gambier,SA,0,
819,2003-06-27 08:30:00,-33.8300,138.8000,Farrell Flat,SA,0,
820,2003-11-19 05:45:00,-33.4700,138.4400,Gulnare,SA,0,
821,2003-11-19 06:20:00,-34.2700,138.5500,Owen,SA,0,
822,2003-11-19 08:30:00,-37.4900,140.2800,Hatherleigh,SA,1,
823,2004-06-12 18:00:00,-34.2600,135.7300,Cummins,SA,0,
824,2004-06-30 03:05:00,-36.8200,140.3800,Lucindale,SA,0,
825,2004-08-02 00:30:00,-33.7500,135.1900,Elliston,SA,0,
826,2004-08-02 07:00:00,-34.8500,138.6500,Adelaide,SA,0,
827,2004-08-03 00:50:00,-36.8200,140.3800,Lucindale,SA,1,
828,2004-08-13 00:45:00,-35.5200,138.2200,Yankalilla,SA,0,
829,2004-12-10 05:00:00,-35.1200,139.2800,Murray Bridge,SA,0,
830,2005-01-03 04:30:00,-33.0200,138.0000,Port Germein,SA,0,
831,2005-01-03 05:30:00,-34.5000,139.0500,Angaston,SA,0,
832,2005-06-10 10:00:00,-34.9500,139.5500,Bow Hill,SA,1,
833,2005-06-10 10:30:00,-35.1000,139.9000,Karoonda,SA,1,
834,2005-06-18 10:30:00,-31.1000,138.6800,Blinman,SA,0,
835,2005-06-19 03:10:00,-35.6700,137.0700,Snelling Beach,SA,1,
836,2005-06-21 04:30:00,-34.5500,135.4800,Wangary,SA,1,
837,2005-06-21 06:30:00,-35.2200,138.5400,McLaren Vale,SA,0,
838,2005-06-21 06:40:00,-34.8500,138.6500,Adelaide,SA,0,
839,2006-05-06 12:00:00,-36.8100,139.0800,Kingston,SA,1,
840,2007-05-20 19:50:00,-35.2100,138.4700,Adelaide,SA,0,
841,2007-07-04 00:00:00,-34.3600,135.4500,Poona,SA,2,
842,2007-07-04 11:30:00,-35.1200,139.2800,Murray Bridge,SA,1,
843,2008-04-01 20:01:00,-35.5900,138.5300,Waitpinga,SA,0,
844,1954-06-16 14:00:00,-32.7100,116.1000,Dwellingup,WA,0,
845,1959-08-02 02:00:00,-33.0000,116.9100,Williams,WA,0,
846,1959-12-31 07:00:00,-32.2500,116.0200,byford,WA,0,
847,1960-04-05 20:00:00,-33.4000,116.1000,Collie,WA,0,
848,1961-01-24 16:00:00,-31.8000,116.4000,WUNDOWIE,WA,0,
849,1961-07-26 07:30:00,-33.5000,115.8000,"Bunbury,Boyup Brook",WA,0,
850,1962-02-11 07:30:00,-31.1000,120.6000,WOOLGANGIE,WA,0,
851,1962-02-11 16:00:00,-26.6000,120.2000,WILUNA,WA,0,
852,1963-03-14 16:00:00,-34.6000,117.7000,MOUNT BARKER,WA,0,
853,1963-06-26 03:00:00,-32.5000,115.7700,Mandurah,WA,0,
854,1963-08-19 15:40:00,-31.9500,115.8000,Perth,WA,0,
855,1963-12-10 09:15:00,-31.7000,116.7000,NORTHAM,WA,0,
856,1964-02-24 09:00:00,-29.4000,116.3000,PERENJORI,WA,0,
857,1964-06-11 16:00:00,-32.1000,115.8000,FREMANTLE,WA,0,
858,1964-06-15 03:50:00,-32.5000,115.7000,MANDURAH,WA,0,
859,1964-06-15 04:20:00,-33.5000,116.0000,Carolup,WA,0,
860,1964-06-16 04:20:00,-33.8000,117.4000,CARROLUP,WA,0,
861,1964-07-10 16:00:00,-33.7000,115.3000,BUSSELTON,WA,0,
862,1966-02-18 08:00:00,-32.5000,117.1000,PINGELLY,WA,0,
863,1966-02-18 08:30:00,-31.5000,118.3000,MERREDIN,WA,0,
864,1966-08-26 03:50:00,-32.5000,115.7000,MANDURAH,WA,0,
865,1967-01-30 16:00:00,-33.8000,116.0000,BALINGUP,WA,0,
866,1967-04-02 02:30:00,-32.1000,115.8000,FREMANTLE,WA,0,
867,1967-05-08 08:35:00,-33.3000,115.8000,BRUNSWICK,WA,0,
868,1967-06-11 05:30:00,-31.9000,115.8000,SCARBOROUGH,WA,0,
869,1967-07-19 04:40:00,-32.0000,115.9000,PERTH,WA,0,
870,1967-09-01 11:00:00,-33.1000,115.9000,HARVEY,WA,0,
871,1967-10-08 09:30:00,-33.7000,115.0000,YALLINGUP,WA,0,
872,1967-12-05 11:10:00,-33.3000,115.6000,BUNBURY,WA,0,
873,1968-06-08 00:10:00,-32.2000,115.7000,NAVAL BASE,WA,0,
874,1968-06-12 02:10:00,-32.1000,115.8000,WHITE GUM VALLEY,WA,0,
875,1968-09-09 19:20:00,-32.0000,116.0000,KEWDALE,WA,0,
876,1969-04-08 16:00:00,-34.3000,115.1000,KARRIDALE,WA,0,
877,1970-06-21 23:00:00,-33.6000,115.5000,LUDLOW,WA,0,
878,1970-06-27 06:30:00,-34.3000,116.1000,MANJIMUP,WA,0,
879,1972-05-12 23:30:00,-31.2000,116.8000,GOOMALLING,WA,0,
880,1975-07-16 14:00:00,-32.1000,116.0000,ARMADALE,WA,0,
881,1975-07-28 09:00:00,-32.7000,116.1000,DWELLINGUP,WA,0,
882,1975-12-17 08:30:00,-20.4000,118.6000,PORT HEDLAND,WA,0,
883,1977-12-21 09:00:00,-31.7000,116.7000,NORTHAM,WA,0,
884,1978-02-14 06:00:00,-30.8400,116.3800,PIAWANING,WA,0,
885,1979-01-22 07:30:00,-31.7000,116.7000,NORTHAM,WA,0,
886,1981-11-11 10:00:00,-31.6000,117.3000,CUNDERDIN,WA,0,
887,1982-06-08 10:00:00,-32.3000,115.7600,SHOALWATER,WA,0,
888,1982-11-29 06:00:00,-32.4600,123.8600,BALLADONIA,WA,0,
889,1983-08-11 15:00:00,-33.4000,115.7000,Bunbury,WA,0,
890,1983-08-22 13:45:00,-32.1000,115.8000,FREMANTLE,WA,0,
891,1983-09-03 00:00:00,-31.9000,115.8500,Perth,WA,0,
892,1986-08-24 05:00:00,-32.3000,115.8000,ROCKINGHAM,WA,0,
893,1986-11-09 08:10:00,-30.8000,128.1000,FORREST,WA,0,
894,1987-04-07 00:00:00,-32.9000,116.5000,Boddington,WA,0,
895,1987-04-07 09:00:00,-35.0000,116.7000,NORTH WALPOLE,WA,0,
896,1987-08-12 03:00:00,-32.5000,115.7000,MANDURAH,WA,0,
897,1989-07-27 08:30:00,-32.6000,115.9000,PINJARRA,WA,0,
898,1992-08-01 09:00:00,-28.0600,116.6500,PINDATHUNA,WA,0,
899,1993-03-11 08:00:00,-27.3900,115.9600,TWIN PEAKS,WA,0,
900,1993-09-03 11:15:00,-34.0000,115.1000,WITCHCLIFFE,WA,0,
901,1993-09-06 01:40:00,-31.7000,115.7000,CONNELLY,WA,0,
902,1993-09-22 09:00:00,-32.5200,115.7500,MANDURAH,WA,3,
903,1994-05-22 06:30:00,-32.1500,116.0500,Perth,WA,0,
904,1994-05-28 22:40:00,-31.0400,115.3700,bindoon,WA,1,
905,1994-05-28 22:50:00,-33.0000,114.5900,donnybrook,WA,1,
906,1994-05-28 23:50:00,-31.7500,116.8000,northam,WA,1,
907,1994-05-29 02:00:00,-34.8000,118.0000,Kalgan,WA,0,
908,1994-12-17 08:20:00,-29.5700,116.0600,carnamah,WA,0,
909,1995-01-27 10:50:00,-34.3700,117.0800,frankland,WA,1,
910,1995-02-24 08:30:00,-20.3100,118.6000,port hedland,WA,0,
911,1995-03-28 09:00:00,-28.2000,113.6000,Abrolhos Is,WA,0,
912,1995-04-28 02:00:00,-28.1600,114.6500,Ogilvie,WA,0,
913,1995-05-23 03:50:00,-31.9350,115.7860,perth,WA,0,
914,1995-06-07 07:30:00,-33.7220,117.6750,katanning,WA,2,
915,1995-06-07 07:30:00,-31.4400,118.5200,burracoppin,WA,2,
916,1995-06-07 09:45:00,-32.7830,118.4320,kulin,WA,2,
917,1995-06-08 10:45:00,-31.8270,115.7720,perth,WA,0,
918,1995-06-08 11:30:00,-32.0540,115.7450,freemantle,WA,0,
919,1995-06-24 19:20:00,-34.6940,117.5340,mount barker,WA,0,
920,1995-07-07 12:43:00,-33.4950,115.8600,wellington mill,WA,1,
921,1995-07-07 13:30:00,-33.8900,16.1910,mayanup,WA,2,
922,1995-07-07 15:03:00,-32.5170,115.7280,mandurah,WA,0,
923,1995-07-24 12:50:00,-31.8500,115.7500,perth,WA,0,
924,1995-12-24 15:23:00,-33.8000,116.5000,Boyup Brook,WA,1,
925,1996-02-07 07:30:00,-28.3000,117.4000,Mt Magnet,WA,2,
926,1996-06-15 05:00:00,-32.5000,115.7700,Mandurah,WA,0,
927,1996-06-21 03:30:00,-32.7200,116.0600,Dwellingup,WA,0,
928,1996-06-26 22:30:00,-31.9610,115.7780,Perth,WA,0,
929,1996-07-15 12:30:00,-32.0000,115.8500,Perth,WA,1,
930,1997-09-05 00:00:00,-31.5000,115.8000,Gingin,WA,0,
931,1997-09-05 00:00:00,-32.0000,116.5000,York,WA,0,
932,1997-09-05 05:45:00,-33.2000,118.0000,Kukerin,WA,0,
933,1997-09-11 03:45:00,-33.5800,119.5600,Ravensthorpe,WA,0,
934,1997-11-12 09:45:00,-31.2500,126.0000,Balgair,WA,0,
935,1997-11-24 09:00:00,-20.2000,120.2100,Marble Bar,WA,0,
936,1998-03-10 21:45:00,-33.8000,116.3000,Boyup Brook,WA,0,
937,1998-04-17 00:00:00,-31.5000,116.4000,Toodyay,WA,0,
938,1998-06-07 16:00:00,-34.0000,115.8000,Nannup,WA,0,
939,1998-06-07 17:30:00,-31.1000,117.8000,Trayning,WA,0,
940,1998-06-07 17:30:00,-31.5000,117.4000,Tammin,WA,0,
941,1998-06-07 17:30:00,-32.5000,117.4000,Pingelly,WA,0,
942,1998-06-07 19:00:00,-31.0000,119.3000,Southern Cross,WA,0,
943,1998-06-07 19:00:00,-31.2000,119.5000,Ghooli,WA,0,
944,1998-08-05 02:30:00,-31.5000,116.5000,Toodyay,WA,0,
945,1998-08-05 02:30:00,-31.4000,116.3000,TOODYAY,WA,0,
946,1998-08-28 07:00:00,-31.3000,117.0000,Goomalling,WA,0,
947,1998-09-26 14:20:00,-31.8700,116.0400,Perth,WA,0,
948,1998-11-28 07:50:00,-31.9100,117.2300,Quairading,WA,0,
949,1999-01-22 08:00:00,-31.6000,116.1100,Bindoon,WA,0,
950,1999-06-17 12:15:00,-32.3000,115.7100,Rockingham,WA,0,
951,1999-06-22 05:00:00,-33.3000,115.7000,Australind,WA,0,
952,1999-07-13 05:00:00,-32.2800,115.7300,Rockingham,WA,0,
953,1999-07-13 18:00:00,-34.4000,117.7000,Cranbrrok,WA,0,
954,1999-08-24 22:00:00,-32.0500,115.7600,Fremantle,WA,0,
955,1999-09-02 03:30:00,-34.1000,116.7000,Kojonup,WA,0,
956,1999-10-07 02:30:00,-33.4000,117.3400,Wagin,WA,0,
957,2000-06-20 03:00:00,-31.7000,116.0000,Bullsbrook East,WA,0,
958,2000-06-30 13:30:00,-32.0500,115.7500,Perth,WA,0,
959,2000-07-12 23:00:00,-32.0600,115.9600,Perth,WA,1,
960,2001-01-09 08:30:00,-29.5000,117.3000,Paynes Find,WA,0,
961,2001-02-28 06:00:00,-29.9000,116.5000,Coorow,WA,0,
962,2001-03-05 16:15:00,-20.3700,118.6000,Port Hedland,WA,0,
963,2001-05-05 21:45:00,-33.5000,115.7000,Boyanup,WA,0,
964,2001-05-05 22:00:00,-28.3000,114.6000,Northhampton,WA,0,
965,2001-08-23 03:20:00,-33.9500,115.1900,Margaret River,WA,0,
966,2001-08-23 07:30:00,-32.0500,115.9800,Perth,WA,1,
967,2001-09-29 06:00:00,-32.1300,116.0000,Perth,WA,0,
968,2001-10-19 09:30:00,-27.3900,115.9700,Yalgoo,WA,0,
969,2002-01-17 00:00:00,-32.0000,119.0000,Southern Cross,WA,0,
970,2002-05-02 12:10:00,-28.3461,114.6361,Northampton,WA,0,
971,2002-06-12 19:00:00,-32.2800,115.7600,Rockingham,WA,1,
972,2002-10-17 05:00:00,-32.2400,115.7000,Perth,WA,0,
973,2002-10-17 14:30:00,-32.1000,116.0000,Perth,WA,1,
974,2002-10-31 14:30:00,-32.0000,115.9000,Perth,WA,1,
975,2002-12-28 10:20:00,-33.3700,120.8800,Mulglinup,WA,0,
976,2003-06-26 20:40:00,-31.9500,115.8100,Perth,WA,0,
977,2003-06-26 22:30:00,-32.5000,115.7500,Mandurah,WA,0,
978,2003-06-29 05:40:00,-32.0000,115.8700,Perth,WA,0,
979,2003-12-17 06:50:00,-31.5520,116.4680,Toodyay,WA,0,
980,2004-01-28 07:15:00,-33.6760,116.5970,,WA,0,
981,2004-02-12 08:15:00,-30.9170,118.2000,Mukinbudin,WA,3,
982,2004-02-18 09:45:00,-30.9170,118.2200,Mukinbudin,WA,2,
983,2004-05-09 00:00:00,-33.8520,115.0950,Margaret River,WA,2,
984,2004-06-06 06:30:00,-33.4000,115.7540,Dardanup,WA,2,
985,2004-07-03 06:00:00,-32.3650,115.9810,Serpentine,WA,0,
986,2004-07-05 21:30:00,-33.9550,115.0750,Margaret River,WA,2,
987,2004-07-07 01:30:00,-32.1207,115.8978,Banjup,WA,0,
988,2004-07-11 03:00:00,-33.3170,115.6380,Bunbury,WA,2,
989,2004-11-23 05:15:00,-33.4400,116.9040,Bokal,WA,2,
990,2004-12-25 12:00:00,-30.5900,116.7600,Ballidu,WA,2,
991,2005-01-08 11:45:00,-31.8710,115.8140,Perth,WA,1,
992,2005-05-15 22:10:00,-32.0330,115.7853,Perth,WA,2,
993,2005-05-15 22:19:00,-33.3270,115.6400,Bunbury,WA,3,
994,2005-05-15 22:30:00,-32.0440,115.9880,Perth,WA,1,
995,2005-05-15 22:30:00,-32.3400,115.9568,Perth,WA,2,
996,2005-05-15 23:00:00,-31.5410,116.3190,Toodyay,WA,2,
997,2005-05-16 00:00:00,-33.5300,116.7830,Duranillin,WA,2,
998,2005-05-19 00:00:00,-33.3820,121.1180,Cascade,WA,0,
999,2005-05-21 06:35:00,-31.9920,115.7430,Perth,WA,0,
1000,2005-05-22 07:45:00,-31.9060,115.8960,Perth,WA,0,
1001,2005-07-16 05:30:00,-32.2100,117.0300,Dowerin,WA,0,
1002,2005-07-20 10:20:00,-33.3400,115.6400,Bunbury,WA,0,
1003,2005-08-01 09:30:00,-33.3140,115.7120,Bunbury,WA,2,
1004,2005-08-16 01:30:00,-29.9490,114.9800,Leeman,WA,1,
1005,2005-08-17 06:00:00,-32.2120,115.9310,Perth,WA,1,
1006,2005-09-05 11:45:00,-32.8500,115.9200,Waroona,WA,1,
1007,2005-09-05 12:30:00,-31.8870,115.9070,Perth,WA,1,
1008,2005-09-05 12:30:00,-32.0730,115.8930,Perth,WA,2,
1009,2005-09-05 13:00:00,-30.4410,115.3860,Badgingarra,WA,1,
1010,2005-09-16 17:40:00,-33.8520,115.0950,Cowaramup,WA,0,
1011,2005-09-16 20:00:00,-31.9340,115.7640,Perth,WA,1,
1012,2005-09-16 20:00:00,-31.7890,115.7390,Perth,WA,1,
1013,2006-01-08 08:30:00,-32.6100,121.6300,Salmon Gums,WA,0,
1014,2006-02-11 09:00:00,-31.3000,116.8300,Goomalling,WA,1,
1015,2006-04-25 03:50:00,-32.0900,115.8300,Perth,WA,0,
1016,2006-04-25 03:50:00,-32.1200,115.7900,Perth,WA,0,
1017,2006-08-06 17:30:00,-33.2450,115.7250,Bunbury,WA,2,
1018,2007-07-23 11:00:00,-32.3100,115.7500,rockingham,WA,1,
1019,2007-07-23 13:30:00,-31.6300,117.0100,Meckering,WA,0,
1020,2007-09-11 21:00:00,-31.8700,115.7900,perth,WA,0,
1021,2007-12-16 07:00:00,-29.9200,116.5300,Maya,WA,0,
